stationID,count
293,8216
519,7432
285,6367
537,6012
497,5639
504,5603
151,5495
507,5463
368,5459
511,4993
161,4838
435,4786
250,4761
483,4685
335,4563
382,4526
379,4447
476,4401
445,4322
461,4281
432,4261
490,4243
521,4190
375,4185
237,4174
402,4167
297,4125
518,4119
336,4054
527,4030
528,3964
284,3939
477,3936
236,3919
472,3892
426,3890
459,3844
433,3815
358,3788
444,3761
127,3734
326,3699
294,3657
301,3620
505,3541
168,3468
448,3451
401,3414
312,3397
438,3383
545,3381
492,3377
479,3360
498,3337
446,3297
380,3277
546,3268
487,3257
496,3223
503,3223
523,3211
491,3200
499,3183
428,3169
251,3153
300,3126
439,3102
116,3095
517,3080
317,3043
327,3000
466,2976
463,2964
174,2930
475,2895
410,2891
462,2885
128,2881
536,2879
442,2871
348,2838
486,2836
529,2833
458,2828
347,2798
417,2779
167,2777
531,2771
229,2652
488,2652
345,2627
494,2598
489,2594
147,2561
526,2557
305,2555
383,2547
2003,2534
318,2511
403,2505
478,2491
474,2444
515,2415
361,2412
482,2402
329,2358
334,2335
359,2335
465,2310
447,2294
470,2294
394,2280
3002,2271
450,2260
307,2234
405,2232
540,2208
252,2198
495,2163
2021,2148
449,2145
509,2137
457,2128
280,2113
150,2109
223,2098
164,2085
441,2070
453,2066
268,2062
434,2054
501,2048
265,2044
387,2014
355,2007
2010,1969
514,1968
281,1966
512,1961
263,1956
303,1927
290,1925
173,1920
404,1905
325,1885
228,1881
510,1867
2004,1861
257,1857
352,1856
160,1853
306,1843
485,1843
2012,1842
2006,1838
500,1838
369,1817
264,1801
484,1795
473,1709
225,1697
480,1689
522,1659
316,1657
440,1637
468,1637
328,1604
295,1597
520,1592
377,1591
532,1586
346,1570
195,1558
279,1555
153,1545
524,1545
533,1541
367,1527
296,1522
304,1522
412,1515
253,1513
362,1490
415,1483
309,1449
357,1413
388,1413
393,1410
423,1400
530,1400
224,1387
363,1385
267,1383
454,1379
360,1366
385,1362
137,1350
320,1345
493,1342
212,1341
276,1331
72,1297
79,1295
539,1287
311,1286
411,1279
247,1273
469,1258
254,1252
422,1220
2008,1212
152,1206
456,1196
376,1192
315,1162
513,1148
331,1134
349,1125
146,1111
2002,1100
259,1087
392,1075
330,1067
351,1065
525,1049
2023,1044
508,1035
430,1025
3141,1014
308,1012
386,1011
340,1009
337,999
323,984
341,980
249,958
350,900
471,887
302,877
324,876
455,872
408,868
261,858
427,854
238,831
2022,828
2017,824
2009,807
467,804
310,799
391,796
3224,791
3142,771
481,748
538,747
291,740
534,733
260,728
83,728
516,727
464,723
356,714
266,686
2000,654
313,620
502,604
342,600
157,596
414,595
366,593
3140,590
3223,588
460,556
314,551
239,549
3090,543
270,541
248,531
3134,531
437,528
3104,526
3147,520
3093,503
3158,501
389,499
3156,498
319,471
3159,469
3086,468
332,465
400,464
217,458
365,456
354,449
421,448
3119,437
3231,436
143,431
82,425
3135,414
398,406
396,390
3175,386
243,384
3177,384
241,382
322,371
3170,370
395,367
3129,366
3149,357
406,357
274,349
397,344
258,343
262,343
399,342
3235,339
282,338
3164,338
242,337
416,335
271,329
344,329
3172,327
3092,325
3145,323
390,318
244,317
373,316
3176,314
3074,313
3222,312
3087,311
3132,304
3107,303
3124,297
3150,295
233,291
218,289
3097,288
321,284
364,282
339,281
343,281
353,277
120,274
3233,274
278,273
418,267
384,261
419,256
3112,255
409,254
3165,249
3103,242
420,242
3064,235
245,234
3113,231
144,228
3139,224
3101,223
3079,221
3167,217
3115,209
3148,209
372,208
3108,203
298,200
275,199
3110,197
3136,194
436,192
232,189
3126,189
3146,189
3084,184
3088,183
3168,183
3082,172
3234,167
3081,165
3083,163
3163,163
3125,162
3137,162
3169,156
216,155
3076,155
407,154
3102,152
3109,152
443,147
3230,143
3062,142
3067,142
3066,138
3085,135
3106,133
3133,131
3111,130
3173,130
3178,129
3091,127
3144,126
431,124
3160,122
3068,121
3073,120
3118,118
3166,118
3143,111
3077,110
3171,110
119,109
3071,109
2001,108
3162,107
3057,104
3155,100
3094,99
3047,97
3098,94
3117,93
3060,91
3042,90
3069,88
3161,87
3226,87
289,86
3048,84
3080,81
3056,80
3095,78
3121,74
3059,70
3075,69
3041,66
3055,66
3058,65
3120,65
3063,64
3180,63
3123,58
3052,56
3127,56
3232,56
3105,47
3122,46
3181,46
3050,45
3070,45
3128,43
3182,43
3049,42
3072,42
3065,40
3157,40
3046,39
3179,39
3044,37
3229,35
3054,34
3061,31
3114,31
3116,31
3053,29
3221,23
3043,21
3016,17
3130,17
2005,14
3014,3
3237,2
3099,1
